transaction_id,record_number,origin_node_type,origin_host_name,origin_operator_id,host_name,local_sequence_number,current_service_class,voucher_based_refill,transaction_type,transaction_code,transaction_currency,refill_type,segmentation_id,voucher_group_id,account_currency,voucher_agent,origin_timestamp,transaction_timestamp,subscriber_number,account_number,voucher_serial_number,transaction_amount,source_file_path,processed_at
TXN1002059,2060,EXT,CMB,1003,HAAIR1,99651376,400,true,0000000003,VREFL,DJF,0,300,v1,DJF,AgentB,2024-04-22 18:39:00,2024-04-22 18:39:00,77085040,77085040,6541178044150,5000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002060,2061,EXT,CMC,1001,HAAIR3,11074930,500,true,0000000002,TOPUP,DJF,0,300,v3,DJF,Evatis,2024-08-24 10:17:00,2024-08-24 10:17:00,77005440,77005440,5254669138772,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002061,2062,INT,CMA,1002,HAAIR4,69061169,300,true,0000000001,TOPUP,DJF,0,200,v3,DJF,Evatis,2024-05-31 20:42:00,2024-05-31 20:42:00,77012364,77012364,3778119247722,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002062,2063,EXT,CMA,1001,HAAIR3,62564462,200,true,0000000001,TOPUP,DJF,1,200,v2,DJF,AgentB,2024-05-25 06:56:00,2024-05-25 06:56:00,77697446,77697446,7092043323198,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002063,2064,EXT,CMB,1003,HAAIR4,51119778,500,false,0000000003,VREFL,DJF,0,200,v3,DJF,AgentA,2024-05-29 11:33:00,2024-05-29 11:33:00,77234503,77234503,6481882226114,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002064,2065,EXT,CMA,1003,HAAIR2,61337159,200,true,0000000003,TOPUP,DJF,1,500,v2,DJF,Evatis,2024-03-18 19:17:00,2024-03-18 19:17:00,77853626,77853626,2829689204151,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002065,2066,EXT,CMC,1002,HAAIR2,75244806,300,true,0000000001,VREFL,DJF,1,100,v1,DJF,Evatis,2024-02-25 03:34:00,2024-02-25 03:34:00,77753461,77753461,9707936409388,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002066,2067,INT,CMA,1002,HAAIR4,12241329,300,false,0000000003,DATA,DJF,0,300,v1,DJF,Evatis,2024-01-27 21:17:00,2024-01-27 21:17:00,77759533,77759533,4844293314235,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002067,2068,ADM,CMB,1002,HAAIR1,18364041,400,false,0000000002,TOPUP,DJF,0,300,v3,DJF,AgentA,2024-09-10 23:42:00,2024-09-10 23:42:00,77428955,77428955,6085912844315,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002068,2069,ADM,CMC,1002,HAAIR4,23243353,200,true,0000000002,VREFL,DJF,0,500,v3,DJF,Evatis,2024-08-10 03:56:00,2024-08-10 03:56:00,77175625,77175625,3641320612979,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002069,2070,EXT,CMC,1003,HAAIR3,71062838,400,false,0000000002,TOPUP,DJF,0,100,v1,DJF,AgentB,2024-05-08 01:07:00,2024-05-08 01:07:00,77080560,77080560,8557928012287,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002070,2071,ADM,CMB,1002,HAAIR3,47463753,200,true,0000000001,DATA,DJF,1,100,v1,DJF,Evatis,2024-06-15 16:58:00,2024-06-15 16:58:00,77525105,77525105,1242460572467,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002071,2072,ADM,CMA,1001,HAAIR3,16408722,200,false,0000000003,VREFL,DJF,0,500,v3,DJF,Evatis,2024-03-15 10:02:00,2024-03-15 10:02:00,77462409,77462409,1177765763300,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002072,2073,EXT,CMB,1002,HAAIR1,20840158,100,true,0000000002,DATA,DJF,1,300,v1,DJF,Evatis,2024-11-11 10:22:00,2024-11-11 10:22:00,77911889,77911889,8401494595481,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002073,2074,EXT,CMA,1002,HAAIR2,19103935,400,false,0000000002,DATA,DJF,0,400,v3,DJF,Evatis,2024-06-03 03:30:00,2024-06-03 03:30:00,77622601,77622601,1622345501025,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002074,2075,ADM,CMA,1001,HAAIR2,83813920,200,true,0000000002,VREFL,DJF,0,400,v1,DJF,Evatis,2024-09-14 22:04:00,2024-09-14 22:04:00,77659412,77659412,4232074919111,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002075,2076,INT,CMC,1001,HAAIR3,37333057,200,false,0000000002,TOPUP,DJF,1,100,v3,DJF,AgentA,2024-07-30 01:37:00,2024-07-30 01:37:00,77528961,77528961,7816999280871,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002076,2077,EXT,CMB,1001,HAAIR1,47229787,300,false,0000000002,VREFL,DJF,1,100,v3,DJF,Evatis,2024-07-18 02:21:00,2024-07-18 02:21:00,77862216,77862216,4056188108373,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002077,2078,INT,CMC,1001,HAAIR3,94207711,100,false,0000000003,DATA,DJF,1,300,v1,DJF,AgentA,2024-08-12 01:48:00,2024-08-12 01:48:00,77829054,77829054,4411263890449,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002078,2079,ADM,CMB,1002,HAAIR2,56654304,300,false,0000000002,VREFL,DJF,0,100,v1,DJF,Evatis,2024-11-22 01:50:00,2024-11-22 01:50:00,77206575,77206575,7138506682297,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002079,2080,EXT,CMB,1001,HAAIR4,10419592,400,true,0000000002,TOPUP,DJF,0,500,v3,DJF,AgentA,2024-08-15 00:19:00,2024-08-15 00:19:00,77339493,77339493,7243332513621,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002080,2081,INT,CMC,1003,HAAIR3,41157628,400,true,0000000002,VREFL,DJF,0,400,v2,DJF,Evatis,2024-10-21 16:36:00,2024-10-21 16:36:00,77323206,77323206,3312329090917,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002081,2082,EXT,CMB,1002,HAAIR3,26861852,200,false,0000000001,DATA,DJF,1,400,v2,DJF,Evatis,2024-07-14 03:39:00,2024-07-14 03:39:00,77827138,77827138,3936244479904,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002082,2083,ADM,CMB,1003,HAAIR3,60726673,500,false,0000000003,TOPUP,DJF,1,100,v2,DJF,AgentB,2024-12-18 21:13:00,2024-12-18 21:13:00,77812697,77812697,9649755163645,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002083,2084,INT,CMA,1002,HAAIR2,73697745,300,false,0000000002,TOPUP,DJF,1,500,v2,DJF,Evatis,2024-11-25 01:49:00,2024-11-25 01:49:00,77014726,77014726,1356431500320,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002084,2085,ADM,CMB,1002,HAAIR1,42076021,400,false,0000000003,VREFL,DJF,1,100,v1,DJF,AgentB,2024-09-09 01:43:00,2024-09-09 01:43:00,77733299,77733299,5931831206581,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002085,2086,ADM,CMB,1003,HAAIR4,35564870,200,true,0000000002,VREFL,DJF,0,100,v2,DJF,AgentA,2024-06-26 23:49:00,2024-06-26 23:49:00,77910375,77910375,7108448801950,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002086,2087,EXT,CMC,1001,HAAIR4,64151117,200,true,0000000001,VREFL,DJF,1,500,v2,DJF,Evatis,2024-09-08 19:24:00,2024-09-08 19:24:00,77892504,77892504,7128991102364,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002087,2088,INT,CMC,1001,HAAIR4,66344348,300,true,0000000001,DATA,DJF,0,500,v3,DJF,AgentB,2024-04-29 16:13:00,2024-04-29 16:13:00,77910692,77910692,3814032737743,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002088,2089,ADM,CMB,1003,HAAIR3,91919985,200,true,0000000001,TOPUP,DJF,1,200,v3,DJF,AgentA,2024-12-19 14:26:00,2024-12-19 14:26:00,77887394,77887394,9385969793718,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002089,2090,ADM,CMA,1001,HAAIR2,72701053,100,true,0000000001,TOPUP,DJF,0,400,v1,DJF,AgentA,2024-01-09 22:44:00,2024-01-09 22:44:00,77609965,77609965,6577832189784,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002090,2091,INT,CMA,1002,HAAIR4,90989043,500,true,0000000002,TOPUP,DJF,0,100,v3,DJF,AgentB,2024-08-12 14:50:00,2024-08-12 14:50:00,77215013,77215013,3412968326689,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002091,2092,ADM,CMC,1002,HAAIR3,55486396,300,false,0000000003,TOPUP,DJF,0,300,v2,DJF,Evatis,2024-05-07 20:44:00,2024-05-07 20:44:00,77948962,77948962,8419393867366,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002092,2093,ADM,CMB,1002,HAAIR1,54887144,300,false,0000000002,TOPUP,DJF,0,100,v2,DJF,AgentB,2024-07-12 17:27:00,2024-07-12 17:27:00,77374901,77374901,4432580366968,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002093,2094,INT,CMB,1001,HAAIR3,93024241,300,false,0000000001,DATA,DJF,0,100,v1,DJF,AgentB,2024-03-27 06:52:00,2024-03-27 06:52:00,77155718,77155718,1370731081211,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002094,2095,INT,CMA,1001,HAAIR4,91354308,200,true,0000000001,TOPUP,DJF,0,300,v1,DJF,AgentA,2024-04-27 02:51:00,2024-04-27 02:51:00,77647845,77647845,9648015329547,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002095,2096,INT,CMA,1003,HAAIR4,44781813,200,true,0000000002,VREFL,DJF,0,400,v2,DJF,AgentB,2024-11-14 17:54:00,2024-11-14 17:54:00,77497299,77497299,5283086679575,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002096,2097,INT,CMA,1002,HAAIR1,55512462,300,true,0000000002,DATA,DJF,1,200,v3,DJF,AgentA,2024-03-29 08:24:00,2024-03-29 08:24:00,77995030,77995030,2199920674525,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002097,2098,EXT,CMC,1003,HAAIR2,52211929,300,true,0000000003,DATA,DJF,1,500,v3,DJF,AgentB,2024-06-28 08:24:00,2024-06-28 08:24:00,77631665,77631665,1896392747534,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002098,2099,INT,CMB,1001,HAAIR1,20654802,100,false,0000000003,TOPUP,DJF,1,200,v1,DJF,AgentB,2024-06-15 07:20:00,2024-06-15 07:20:00,77811484,77811484,3941480483776,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002099,2100,EXT,CMC,1003,HAAIR1,75678954,400,false,0000000003,VREFL,DJF,1,100,v1,DJF,Evatis,2024-06-29 05:12:00,2024-06-29 05:12:00,77642996,77642996,5481104305428,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002100,2101,EXT,CMB,1001,HAAIR4,67319754,100,true,0000000003,VREFL,DJF,1,100,v1,DJF,Evatis,2024-10-10 00:15:00,2024-10-10 00:15:00,77390997,77390997,7960630771282,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002101,2102,EXT,CMC,1002,HAAIR4,29212184,300,true,0000000001,TOPUP,DJF,1,300,v2,DJF,Evatis,2024-01-04 10:01:00,2024-01-04 10:01:00,77172180,77172180,2107019445024,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002102,2103,ADM,CMB,1002,HAAIR2,76671335,200,true,0000000001,DATA,DJF,0,300,v3,DJF,AgentA,2024-01-08 03:44:00,2024-01-08 03:44:00,77067817,77067817,7202383119625,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002103,2104,EXT,CMA,1001,HAAIR4,54060534,200,true,0000000003,TOPUP,DJF,0,100,v3,DJF,Evatis,2024-10-10 14:42:00,2024-10-10 14:42:00,77110660,77110660,4833548248319,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002104,2105,EXT,CMA,1001,HAAIR1,21609748,300,false,0000000003,DATA,DJF,0,200,v3,DJF,Evatis,2024-01-20 09:38:00,2024-01-20 09:38:00,77043175,77043175,7393630861725,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002105,2106,ADM,CMA,1001,HAAIR1,55671370,400,false,0000000001,TOPUP,DJF,0,200,v2,DJF,AgentA,2024-01-11 06:02:00,2024-01-11 06:02:00,77189876,77189876,8848277638476,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002106,2107,ADM,CMC,1002,HAAIR2,30841194,500,true,0000000001,VREFL,DJF,1,400,v1,DJF,AgentB,2024-12-11 20:44:00,2024-12-11 20:44:00,77919791,77919791,2344761941455,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002107,2108,ADM,CMA,1001,HAAIR4,80147850,500,false,0000000001,TOPUP,DJF,1,100,v3,DJF,AgentA,2024-06-16 17:13:00,2024-06-16 17:13:00,77035562,77035562,3803902168570,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002108,2109,INT,CMB,1002,HAAIR4,69455204,100,true,0000000003,VREFL,DJF,0,500,v2,DJF,Evatis,2024-11-26 19:14:00,2024-11-26 19:14:00,77178741,77178741,6896919918423,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002109,2110,ADM,CMC,1003,HAAIR1,10096537,400,true,0000000003,TOPUP,DJF,1,500,v3,DJF,AgentA,2024-10-25 01:49:00,2024-10-25 01:49:00,77126921,77126921,8221058941030,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002110,2111,ADM,CMB,1002,HAAIR1,89877321,500,false,0000000001,VREFL,DJF,1,200,v2,DJF,AgentA,2024-04-16 01:37:00,2024-04-16 01:37:00,77734240,77734240,6151841304141,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002111,2112,EXT,CMC,1003,HAAIR4,66108026,400,false,0000000001,VREFL,DJF,1,300,v3,DJF,Evatis,2024-04-21 12:51:00,2024-04-21 12:51:00,77827072,77827072,1009296244293,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002112,2113,ADM,CMB,1002,HAAIR3,17368719,200,false,0000000002,VREFL,DJF,0,300,v1,DJF,AgentB,2024-10-31 08:15:00,2024-10-31 08:15:00,77125424,77125424,5864770349182,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002113,2114,INT,CMB,1002,HAAIR1,93172332,200,false,0000000002,VREFL,DJF,0,200,v3,DJF,Evatis,2024-12-07 17:50:00,2024-12-07 17:50:00,77008035,77008035,7545873410133,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002114,2115,ADM,CMC,1001,HAAIR1,45598903,400,false,0000000001,VREFL,DJF,1,400,v2,DJF,AgentA,2024-09-28 09:18:00,2024-09-28 09:18:00,77395087,77395087,2550329826282,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002115,2116,INT,CMC,1002,HAAIR1,94373348,300,true,0000000001,TOPUP,DJF,1,100,v3,DJF,Evatis,2024-07-21 18:43:00,2024-07-21 18:43:00,77380996,77380996,6368450179766,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002116,2117,ADM,CMA,1001,HAAIR2,14209777,500,true,0000000002,TOPUP,DJF,1,500,v2,DJF,AgentB,2024-01-18 22:39:00,2024-01-18 22:39:00,77415382,77415382,2433630650451,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002117,2118,ADM,CMA,1001,HAAIR4,65770179,500,true,0000000003,TOPUP,DJF,0,200,v2,DJF,AgentA,2024-02-21 08:30:00,2024-02-21 08:30:00,77403509,77403509,1345956665539,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002118,2119,ADM,CMB,1001,HAAIR4,77401293,200,true,0000000001,DATA,DJF,1,300,v3,DJF,AgentB,2024-09-18 19:57:00,2024-09-18 19:57:00,77141058,77141058,4477288289740,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002119,2120,ADM,CMB,1002,HAAIR4,27475078,100,true,0000000001,VREFL,DJF,1,100,v2,DJF,Evatis,2024-09-27 11:21:00,2024-09-27 11:21:00,77682925,77682925,6175848147840,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002120,2121,INT,CMB,1001,HAAIR1,77909515,500,false,0000000001,DATA,DJF,0,500,v2,DJF,Evatis,2024-05-26 11:37:00,2024-05-26 11:37:00,77996145,77996145,3747036909800,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002121,2122,INT,CMC,1003,HAAIR4,32989463,200,true,0000000003,VREFL,DJF,1,400,v1,DJF,AgentA,2024-11-10 07:02:00,2024-11-10 07:02:00,77806161,77806161,6951470329451,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002122,2123,EXT,CMC,1003,HAAIR4,95109734,200,false,0000000002,VREFL,DJF,0,200,v1,DJF,Evatis,2024-05-25 14:34:00,2024-05-25 14:34:00,77635650,77635650,5648319637888,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002123,2124,INT,CMA,1002,HAAIR4,63386269,400,false,0000000003,TOPUP,DJF,0,100,v1,DJF,AgentB,2024-06-24 00:17:00,2024-06-24 00:17:00,77735593,77735593,2156521374945,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002124,2125,ADM,CMB,1001,HAAIR2,68715067,400,true,0000000003,DATA,DJF,0,500,v2,DJF,AgentA,2024-05-13 06:02:00,2024-05-13 06:02:00,77953458,77953458,7036766053372,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002125,2126,EXT,CMA,1003,HAAIR2,89231635,400,true,0000000001,VREFL,DJF,1,400,v3,DJF,AgentB,2024-09-11 21:56:00,2024-09-11 21:56:00,77018690,77018690,4594858996120,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002126,2127,EXT,CMC,1002,HAAIR1,43658265,100,true,0000000001,TOPUP,DJF,1,300,v3,DJF,AgentB,2024-10-30 04:16:00,2024-10-30 04:16:00,77916109,77916109,7738546757892,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002127,2128,EXT,CMC,1002,HAAIR4,46215856,500,false,0000000002,DATA,DJF,1,100,v1,DJF,AgentA,2024-07-03 06:29:00,2024-07-03 06:29:00,77302215,77302215,8469024767795,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002128,2129,ADM,CMC,1002,HAAIR1,61425604,100,true,0000000003,DATA,DJF,0,200,v2,DJF,AgentB,2024-10-17 17:56:00,2024-10-17 17:56:00,77042783,77042783,1992167948221,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002129,2130,INT,CMA,1002,HAAIR1,66464681,100,false,0000000002,VREFL,DJF,1,500,v1,DJF,AgentA,2024-07-30 10:17:00,2024-07-30 10:17:00,77686941,77686941,1514902437394,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002130,2131,ADM,CMC,1002,HAAIR1,37508485,400,true,0000000003,VREFL,DJF,1,300,v1,DJF,AgentA,2024-07-31 07:00:00,2024-07-31 07:00:00,77150546,77150546,7411288434555,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002131,2132,EXT,CMB,1001,HAAIR1,91074356,200,true,0000000001,TOPUP,DJF,0,300,v2,DJF,AgentB,2024-08-25 16:55:00,2024-08-25 16:55:00,77122629,77122629,7360586958442,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002132,2133,ADM,CMA,1001,HAAIR1,98559393,300,true,0000000002,DATA,DJF,0,500,v1,DJF,AgentB,2024-02-18 18:04:00,2024-02-18 18:04:00,77683848,77683848,5472202006155,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002133,2134,ADM,CMC,1001,HAAIR1,86095609,200,false,0000000003,DATA,DJF,1,500,v2,DJF,AgentA,2024-03-25 00:37:00,2024-03-25 00:37:00,77772655,77772655,3382183434982,2000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002134,2135,INT,CMA,1001,HAAIR2,99700475,200,false,0000000001,VREFL,DJF,0,500,v1,DJF,Evatis,2024-01-20 21:38:00,2024-01-20 21:38:00,77953565,77953565,7485287248039,250,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002135,2136,INT,CMA,1002,HAAIR3,32921481,200,false,0000000001,TOPUP,DJF,1,100,v3,DJF,Evatis,2024-03-05 00:50:00,2024-03-05 00:50:00,77231607,77231607,7288085796535,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002136,2137,EXT,CMC,1002,HAAIR2,93779611,200,true,0000000003,DATA,DJF,1,200,v1,DJF,AgentB,2024-01-09 03:00:00,2024-01-09 03:00:00,77674117,77674117,9913513346493,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002137,2138,ADM,CMC,1003,HAAIR1,36232908,100,true,0000000001,VREFL,DJF,1,300,v3,DJF,Evatis,2024-11-18 04:46:00,2024-11-18 04:46:00,77383292,77383292,3262826653831,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002138,2139,ADM,CMA,1003,HAAIR3,57923631,400,false,0000000003,DATA,DJF,0,400,v1,DJF,Evatis,2024-03-22 05:42:00,2024-03-22 05:42:00,77466095,77466095,8782743368030,1000,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002139,2140,INT,CMA,1001,HAAIR3,91415873,400,true,0000000003,DATA,DJF,1,500,v1,DJF,AgentA,2024-06-28 11:01:00,2024-06-28 11:01:00,77764958,77764958,6129915888702,500,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002140,2141,ADM,CMC,1002,HAAIR4,74609149,200,false,0000000003,DATA,DJF,0,200,v3,DJF,AgentA,2024-04-24 19:50:00,2024-04-24 19:50:00,77431273,77431273,8325701844178,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
TXN1002141,2142,ADM,CMB,1003,HAAIR1,77662882,300,true,0000000003,TOPUP,DJF,1,400,v1,DJF,Evatis,2024-10-23 05:28:00,2024-10-23 05:28:00,77330740,77330740,4889822493408,100,/opt/airflow/data/raw/json/airfile/AIR2/2025/01/01/refillRecordV2.json,2026-02-13T18:13:30.317575
